_id,nombre,puntuacion,direccion,cp,ciudad,pais,enlace,tipo_cocina,direccion_completa,lat,long,precio
9051,Bar cervecería YUPI,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Eloy Gonzalo 38,28010,Madrid,España,No hay link,['Española'],"Calle Eloy Gonzalo 38, 28010, Madrid",40.1936793,-3.6799146,No hay información del precio
9052,MasQMenos,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Avenida de la Hispanidad s/n,28042,Madrid,España,No hay link,[''],"Avenida de la Hispanidad s/n, 28042, Madrid",40.4558144,-3.5835065,No hay información del precio
9055,Asador Parrilla La Cuchara,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle FERROVIARIOS, 11 Bajo",28026,Madrid,España,http://www.asadorparrillamadrid.es/,[''],"Calle FERROVIARIOS, 11 Bajo, 28026, Madrid",40.245713,-3.3130959,No hay información del precio
9056,Kiyomisushi,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle del Duque de Sesto 48,28009,Madrid,España,No hay link,[''],"Calle del Duque de Sesto 48, 28009, Madrid",40.4222271,-3.6735107,No hay información del precio
9058,Prova Italian Street Food,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Pelayo 8,28004,Madrid,España,No hay link,['Italiana'],"Calle Pelayo 8, 28004, Madrid",40.4220732,-3.6989146,€
9059,Nigiri Moncloa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle del Arcipreste de Hita 14,28015,Madrid,España,No hay link,"['Japonesa', 'Comida rápida', 'Asiática']","Calle del Arcipreste de Hita 14, 28015, Madrid",40.4346924,-3.7182099,€€ - €€€
9061,Munchies By Foodgoddess,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de Santa María 39,28014,Madrid,España,No hay link,['Street food / Comida en la calle'],"Calle de Santa María 39, 28014, Madrid",40.4126966,-3.6960121,No hay información del precio
9062,Alcalá 87,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Alcalá, 87",28009,Madrid,España,No hay link,"['Mediterránea', 'Española']","Calle Alcalá, 87, 28009, Madrid",40.4206967,-3.6851451,No hay información del precio
9064,Restaurante Angel Mira,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Melchor Fernández Almagro, 58",28029,Madrid,España,No hay link,"['Peruana', 'Mediterránea', 'Sudamericana']","C. de Melchor Fernández Almagro, 58, 28029, Madrid",40.4762474,-3.7066885,No hay información del precio
9065,Empanadas Malvón Pinar de Chamartín,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Caleruega, 19",28033,Madrid,España,No hay link,[''],"C. de Caleruega, 19, 28033, Madrid",40.4781474,-3.670454,No hay información del precio
9066,El Rincón De Eufrasia,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle De Alcalá,28028,Madrid,España,No hay link,"['Mexicana', 'Africana', 'Europea', 'Asiática']","Calle De Alcalá, 28028, Madrid",40.4294606,-3.6659086,No hay información del precio
9068,El Fogon De Tetes,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Av Del Cardenal Herrera Oria, 7",28034,Madrid,España,No hay link,[''],"Av Del Cardenal Herrera Oria, 7, 28034, Madrid",40.4908996,-3.6883418,No hay información del precio
9069,Take Away,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Avenida de la Hispanidad s/n,28042,Madrid,España,No hay link,[''],"Avenida de la Hispanidad s/n, 28042, Madrid",40.4558144,-3.5835065,No hay información del precio
9070,Chamo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de San Bernardino, 1",28015,Madrid,España,No hay link,[''],"Calle de San Bernardino, 1, 28015, Madrid",40.4248392,-3.709861,No hay información del precio
9071,El Mono de la PIla - Ponzano,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Ponzano, 23",28003,Madrid,España,No hay link,[''],"Calle de Ponzano, 23, 28003, Madrid",40.4388971,-3.6993893,No hay información del precio
9072,Socialclab,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Ferraz, 2",28008,Madrid,España,No hay link,[''],"Calle Ferraz, 2, 28008, Madrid",40.42332035,-3.714202660967784,No hay información del precio
9074,Mis T-tas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Plaza del Conde del Valle de Súchil, 20",28015,Madrid,España,http://www.mist-tas.es/,['Mediterránea'],"Plaza del Conde del Valle de Súchil, 20, 28015, Madrid",40.4317647,-3.7073036,€€€€
9075,Yolauri Gastrobar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Mejía Lequerica, 9",28004,Madrid,España,No hay link,[''],"C. de Mejía Lequerica, 9, 28004, Madrid",40.4269178,-3.6984819,No hay información del precio
9076,El Albéniz,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de la Paz, 11",28012,Madrid,España,No hay link,[''],"C. de la Paz, 11, 28012, Madrid",40.41541665,-3.70376099971941,No hay información del precio
9077,Frida Íntima Gastro Galería,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","P.º del Pintor Rosales, 32",28008,Madrid,España,No hay link,[''],"P.º del Pintor Rosales, 32, 28008, Madrid",40.4273501,-3.7198842,No hay información del precio
9079,La Casa del Curry Corazón de María,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle del Corazón de María, 57",28002,Madrid,España,No hay link,[''],"Calle del Corazón de María, 57, 28002, Madrid",40.4473312,-3.6666598,No hay información del precio
9080,Ottilia & Vermu,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C/ del Padre Claret, 3",28002,Madrid,España,No hay link,[''],"C/ del Padre Claret, 3, 28002, Madrid",40.4446191,-3.6652438,No hay información del precio
9083,Taberna Filomena,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. del Olivar, 54",28012,Madrid,España,No hay link,[''],"C. del Olivar, 54, 28012, Madrid",40.4091727,-3.7014256,No hay información del precio
9085,Anjo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de la Virgen del Val 17,28027,Madrid,España,No hay link,"['Pub con cerveza artesanal', 'Bar', 'Café', 'Pub']","Calle de la Virgen del Val 17, 28027, Madrid",40.4386514,-3.6528836,No hay información del precio
9091,Yakisoba,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Ponferrada 23,28029,Madrid,España,No hay link,"['China', 'Sushi', 'Asiática']","Calle Ponferrada 23, 28029, Madrid",40.4749832,-3.7123773,€€ - €€€
9092,Gastrobar Wasichay,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Paseo Talleres, 1",28021,Madrid,España,No hay link,[''],"Paseo Talleres, 1, 28021, Madrid",40.3482178,-3.7010374,No hay información del precio
9093,La Chaiteca,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Galileo 70,28015,Madrid,España,No hay link,"['Italiana', 'Asiática']","Calle Galileo 70, 28015, Madrid",40.435771,-3.7100355,€
9095,Esquisitessen,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Viriato 57,28010,Madrid,España,No hay link,"['Venezolana', 'Sudamericana']","Calle Viriato 57, 28010, Madrid",40.5770122,-4.2081403,€€ - €€€
9096,Bonhomía,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Seco, 1",28007,Madrid,España,No hay link,['Española'],"Calle de Seco, 1, 28007, Madrid",40.3467982,-3.7126354,No hay información del precio
9097,CARLOSARROCES Mirasierra,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Nuria 10,28034,Madrid,España,No hay link,['Española'],"Calle Nuria 10, 28034, Madrid",40.6061785,-3.6917995,€€ - €€€
9098,CARLOSARROCES Las Tablas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Estella 19,28050,Madrid,España,No hay link,['Española'],"Calle Estella 19, 28050, Madrid",40.4967709,-3.6750154,€€ - €€€
9100,La Terraza De Mau Mau,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Padre Damián 23,28036,Madrid,España,No hay link,[''],"Padre Damián 23, 28036, Madrid",40.45839035,-3.685969470383187,No hay información del precio
9101,Con Toque Gourmet,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Avenida Arqueros 2,28024,Madrid,España,No hay link,[''],"Avenida Arqueros 2, 28024, Madrid",40.3812588,-3.7935466,No hay información del precio
9102,Chalo's Restobar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Musas 23 23,28022,Madrid,España,No hay link,[''],"Musas 23 23, 28022, Madrid",40.4372654,-3.6083212,No hay información del precio
9103,Alcalá 99,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Alcalá 99,28001,Madrid,España,No hay link,['Mediterránea'],"Alcalá 99, 28001, Madrid",40.421502,-3.6834669,€€ - €€€
9105,Sushimore Barajas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",C/de las alas 23,28042,Madrid,España,No hay link,['Japonesa'],"C/de las alas 23, 28042, Madrid",40.4719689,-3.5852996,€€ - €€€
9106,Ojo Barro,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle De Ponzano, 29",28003,Madrid,España,No hay link,['Española'],"Calle De Ponzano, 29, 28003, Madrid",40.442286,-3.6990273,No hay información del precio
9107,Marinero (Mercado Antón Martín),"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Sta. Isabel, 5",28012,Madrid,España,No hay link,[''],"C. de Sta. Isabel, 5, 28012, Madrid",40.4117321,-3.6984768,No hay información del precio
9108,Restaurante Albiñano,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle del Puerto de Used, 3-5",28031,Madrid,España,No hay link,[''],"Calle del Puerto de Used, 3-5, 28031, Madrid",40.3793482,-3.6300085,No hay información del precio
9110,El Esquinazo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Guareña 11,28044,Madrid,España,No hay link,"['Latina', 'Española']","Calle Guareña 11, 28044, Madrid",40.3937528,-3.9266965,No hay información del precio
9111,Allégorie,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Hartzenbusch, 12",28010,Madrid,España,No hay link,[''],"Calle de Hartzenbusch, 12, 28010, Madrid",40.4303666,-3.7016677,No hay información del precio
9114,Entreletras - NH Collection Palacio de Tepa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de San Sebastián, 2",28012,Madrid,España,No hay link,[''],"Calle de San Sebastián, 2, 28012, Madrid",40.413905299999996,-3.7017441168167973,No hay información del precio
9116,Palique Lonja,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Av. de Moratalaz, 141",28030,Madrid,España,No hay link,[''],"Av. de Moratalaz, 141, 28030, Madrid",40.4071992,-3.6482643,No hay información del precio
9119,El Santo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Corazón de María 55,28002,Madrid,España,No hay link,[''],"Calle Corazón de María 55, 28002, Madrid",40.665016,-3.7736877,No hay información del precio
9123,Bar Mi Linda Habana,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Paseo de la Florida 31,28008,Madrid,España,https://bar-mi-linda-habana.negocio.site/,"['Caribeña', 'Cubana']","Paseo de la Florida 31, 28008, Madrid",40.4224544,-3.7229346,No hay información del precio
9124,Venga Empanadas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de Segovia 16,28005,Madrid,España,No hay link,"['Latina', 'Española', 'Vinoteca']","Calle de Segovia 16, 28005, Madrid",40.4138561,-3.711551,€
9128,PASTELERIA LA ROSA - PANADERIA y PASTELERIA EN CARABANCHEL,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Avenida PESETA, 29",28054,Madrid,España,No hay link,[''],"Avenida PESETA, 29, 28054, Madrid",40.3644881,-3.7625641,No hay información del precio
9129,Coworking Espiritu 23,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Espiritu Santo 23,28004,Madrid,España,http://espiritu23.com/cafe-coworking/,['Española'],"Calle Espiritu Santo 23, 28004, Madrid",40.1341257,-3.3388335,€
9130,Entre Panes,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Gaztambide 13,28015,Madrid,España,No hay link,['Española'],"Calle Gaztambide 13, 28015, Madrid",40.4317048,-3.7158161,€
9132,Narcea Grill,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle 21,28053,Madrid,España,No hay link,['Española'],"Calle 21, 28053, Madrid",40.0736967,-3.1255269,€€ - €€€
9136,La Pinta Avenida,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Canillas 93,28002,Madrid,España,No hay link,"['Pub con cerveza artesanal', 'Bar', 'Pub', 'Restaurantes de cerveza']","Calle Canillas 93, 28002, Madrid",40.4440197,-3.6704063,No hay información del precio
9137,MILD & LIMON,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Almansa 93,28040,Madrid,España,No hay link,[''],"Calle Almansa 93, 28040, Madrid",40.4467646,-3.8027085,No hay información del precio
9138,Los Botijos,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Fernando el Católico, 53",28015,Madrid,España,No hay link,[''],"Calle Fernando el Católico, 53, 28015, Madrid",40.2113338,-3.5825156,No hay información del precio
9139,Taberna Los Dave's,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Florencio Llorente, 5",28027,Madrid,España,No hay link,[''],"Calle de Florencio Llorente, 5, 28027, Madrid",40.4336803,-3.6525298,No hay información del precio
9142,La Strada,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Del Moscatelar, 31",28043,Madrid,España,No hay link,['Española'],"Calle Del Moscatelar, 31, 28043, Madrid",40.457174,-3.6493596,No hay información del precio
9143,En el Ajo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Alenza, 26",28003,Madrid,España,No hay link,[''],"C. de Alenza, 26, 28003, Madrid",40.4442609,-3.7005334,No hay información del precio
9144,Los Pierogi,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Vallehermoso, 36",28015,Madrid,España,https://lospierogi.negocio.site/?utm_source=gmb&utm_medium=referral,[''],"C. de Vallehermoso, 36, 28015, Madrid",40.4340111,-3.7081041,No hay información del precio
9145,Las Brasas de Castellana,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","P.º de la Castellana, 22",28046,Madrid,España,No hay link,[''],"P.º de la Castellana, 22, 28046, Madrid",40.429936749999996,-3.6881649293999366,No hay información del precio
9147,Azura,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. del Duque de Alba, 12",28012,Madrid,España,No hay link,[''],"C. del Duque de Alba, 12, 28012, Madrid",40.4117447,-3.7065582,No hay información del precio
9148,La Bahía de Extremadura,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Azcona 66,28028,Madrid,España,No hay link,['Española'],"Calle Azcona 66, 28028, Madrid",40.4357929,-3.6660327,No hay información del precio
9149,Figarilla Juan Bravo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Juan Bravo 41,28006,Madrid,España,No hay link,['Española'],"Calle Juan Bravo 41, 28006, Madrid",40.320967,-3.8712983,No hay información del precio
9151,Golfa Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Orellana 19,28004,Madrid,España,https://www.golfamadrid.com/,['Vinoteca'],"Calle Orellana 19, 28004, Madrid",40.4261051,-3.6940576,No hay información del precio
9152,Restaurante Mishkina,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Josue Lillo, 24",28053,Madrid,España,No hay link,[''],"Calle Josue Lillo, 24, 28053, Madrid",40.3847466,-3.6698483,No hay información del precio
9155,Nativo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Av. de Menéndez Pelayo 41,28009,Madrid,España,No hay link,[''],"Av. de Menéndez Pelayo 41, 28009, Madrid",40.4176382,-3.6783439,No hay información del precio
9157,Antídoto Bar-Restaurante,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Nieremberg 4,28002,Madrid,España,No hay link,[''],"Calle Nieremberg 4, 28002, Madrid",40.4469186,-3.6709198,No hay información del precio
9158,Beher Madrid Chikito,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de Diego de León 20,28006,Madrid,España,No hay link,"['Mediterránea', 'Europea', 'Española']","Calle de Diego de León 20, 28006, Madrid",40.4347999,-3.6830389,No hay información del precio
9161,Beher Palacio De Hielo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Silvano 77,28043,Madrid,España,No hay link,"['Mediterránea', 'Europea', 'Española']","Calle Silvano 77, 28043, Madrid",40.4629195,-3.6360471,No hay información del precio
9162,La Artesa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle del Pintor Juan Gris 5,28020,Madrid,España,No hay link,['Española'],"Calle del Pintor Juan Gris 5, 28020, Madrid",40.4576186,-3.6912757,No hay información del precio
9163,Aorangi,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Diego De León 43,28006,Madrid,España,No hay link,"['Africana', 'Europea', 'Sudamericana', 'Centroamericana']","Calle Diego De León 43, 28006, Madrid",40.5471417,-3.6332563,No hay información del precio
9165,Martonela-la Gavia,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Adolfo Bioy Casares 2,28051,Madrid,España,No hay link,['Café'],"Calle Adolfo Bioy Casares 2, 28051, Madrid",40.5000693,-3.3719518,€
9166,El Brocho,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Pradillo 6 Chamartin,28002,Madrid,España,No hay link,[''],"Calle Pradillo 6 Chamartin, 28002, Madrid",40.4482389,-3.6756525,No hay información del precio
9168,Sushikoi Bistrot,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Arturo Soria, 308",28033,Madrid,España,No hay link,[''],"Calle Arturo Soria, 308, 28033, Madrid",40.4808735,-3.3940207,No hay información del precio
9169,A´nómalo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. del Pinar, 15 bis",28006,Madrid,España,No hay link,[''],"C. del Pinar, 15 bis, 28006, Madrid",40.4397493,-3.6873855,No hay información del precio
9170,Masa Nostra,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Fernández de los Ríos, 47",28015,Madrid,España,No hay link,[''],"C. de Fernández de los Ríos, 47, 28015, Madrid",40.4351596,-3.7108818,No hay información del precio
9171,El Sabor,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Paseo de Extremadura 5,28011,Madrid,España,No hay link,[''],"Paseo de Extremadura 5, 28011, Madrid",40.4138678,-3.7255008,No hay información del precio
9172,Chevere Y Olé,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Topete 43,28039,Madrid,España,No hay link,"['Latina', 'Española', 'Venezolana', 'Sudamericana']","Topete 43, 28039, Madrid",40.451616,-3.7044422,No hay información del precio
9175,Gatopies Bar Music & Food,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle De La Esperanza 8,28012,Madrid,España,No hay link,"['Italiana', 'Argentina', 'Sudamericana']","Calle De La Esperanza 8, 28012, Madrid",40.4101621,-3.7001468,No hay información del precio
9177,Domino's Pizza Paseo Imperial,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Paseo Imperial 43,28005,Madrid,España,No hay link,[''],"Paseo Imperial 43, 28005, Madrid",40.406014049999996,-3.716217549320134,No hay información del precio
9178,Kelthvyn Martinez Chacin,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de Alfredo Castro Camba 2,28053,Madrid,España,No hay link,[''],"Calle de Alfredo Castro Camba 2, 28053, Madrid",40.3864463,-3.6694815,No hay información del precio
9180,Carlsberg,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Avenida de la Hispanidad s/n,28042,Madrid,España,No hay link,[''],"Avenida de la Hispanidad s/n, 28042, Madrid",40.4558144,-3.5835065,No hay información del precio
9182,Wokandy,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Plaza del Emperador Carlos V,28012,Madrid,España,No hay link,[''],"Plaza del Emperador Carlos V, 28012, Madrid",40.4073234,-3.6935214,No hay información del precio
9183,Margarito Ponzano Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle De José Abascal, 25",28003,Madrid,España,https://margaritoponzanomadrid.com/,['Española'],"Calle De José Abascal, 25, 28003, Madrid",40.438557,-3.6991093,No hay información del precio
9184,La Cancion,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle el Espanoleto 11,28010,Madrid,España,No hay link,"['Española', 'De Oriente Medio', 'Persa']","Calle el Espanoleto 11, 28010, Madrid",40.5672562,-4.2864353,€€ - €€€
9185,Casa la Salteña Boliviana,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle AMPARO USERA, 41",28026,Madrid,España,No hay link,[''],"Calle AMPARO USERA, 41, 28026, Madrid",40.3870164,-3.705795898224382,No hay información del precio
9186,La Tremebunda,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle del Barco, 8",28004,Madrid,España,No hay link,[''],"Calle del Barco, 8, 28004, Madrid",40.4213734,-3.7027534,No hay información del precio
9187,La Cocina de Javichu,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. Diego de Leon, 2",28701,Madrid,España,https://lacocinadejavichu.com/,[''],"C. Diego de Leon, 2, 28701, Madrid",40.5471417,-3.6332563,No hay información del precio
9189,Matías - Casa Luís,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Paseo de la Dirección, 111",28039,Madrid,España,No hay link,['Mediterránea'],"Paseo de la Dirección, 111, 28039, Madrid",40.4611657,-3.706074,€
9191,Crudo Poké Bowl - El Pilar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Avenida Betanzos 33,28029,Madrid,España,https://www.instagram.com/crudobowl/?hl=en,[''],"Avenida Betanzos 33, 28029, Madrid",40.474215,-3.711573,No hay información del precio
9192,Etdl,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",C/ Imperial 9,28012,Madrid,España,No hay link,[''],"C/ Imperial 9, 28012, Madrid",40.4145221,-3.7069829,No hay información del precio
9196,Flipo - Mercado de Barceló; Local 314,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Barceló, 6",28004,Madrid,España,No hay link,[''],"C. de Barceló, 6, 28004, Madrid",40.426544899999996,-3.698786316244,No hay información del precio
9197,Bar Tosstka,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Hortaleza 33 Bajo,28004,Madrid,España,No hay link,"['China', 'Española']","Calle Hortaleza 33 Bajo, 28004, Madrid",40.4172605,-3.1762323,€
9200,Cocopí,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",C/ Bailén 41,28005,Madrid,España,No hay link,"['Filipina', 'Española', 'Asiática']","C/ Bailén 41, 28005, Madrid",40.0286178,-3.6079433,€
9202,FRANCISCA PAVON GUILLENA,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle SATURNINO TEJERA, 25",28025,Madrid,España,No hay link,[''],"Calle SATURNINO TEJERA, 25, 28025, Madrid",40.3848206,-3.7442126,No hay información del precio
9203,Asiatico Yu II,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle del Arquitecto Sánchez Arcas, 5",28040,Madrid,España,No hay link,[''],"Calle del Arquitecto Sánchez Arcas, 5, 28040, Madrid",40.4536526,-3.7161666,No hay información del precio
9205,Rita's Night Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Isla De Java, 2",28034,Madrid,España,No hay link,"['Americana', 'Española', 'Asiática']","Calle Isla De Java, 2, 28034, Madrid",40.4927331,-3.6866566,No hay información del precio
9207,Juicy Mad,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Miguel Yuste,28037,Madrid,España,No hay link,"['Comida rápida', 'Saludable', 'Fruterías']","Miguel Yuste, 28037, Madrid",40.4334283,-3.6218712,€
9210,Toc Toc Noodles - Salamanca,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle General Oráa, 26",28006,Madrid,España,No hay link,[''],"Calle General Oráa, 26, 28006, Madrid",40.4357956,-3.6878781,No hay información del precio
9211,Restaurante La Santa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Tracia 6,28037,Madrid,España,No hay link,[''],"Calle Tracia 6, 28037, Madrid",40.4401216,-3.629348,No hay información del precio
9213,Chicken Soul,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Barcelo, 6 -10",28004,Madrid,España,No hay link,[''],"C. de Barcelo, 6 -10, 28004, Madrid",40.4262576,-3.7012578,No hay información del precio
9215,Mix&me Bar Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de las Huertas 52,28014,Madrid,España,No hay link,"['Brasileña', 'Bar', 'Pub', 'Sudamericana']","Calle de las Huertas 52, 28014, Madrid",40.4131326,-3.6967633586877957,No hay información del precio
9223,"Starbucks Velazquez, 32","Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de Velazquez 32,28002,Madrid,España,No hay link,[''],"Calle de Velazquez 32, 28002, Madrid",40.4461467,-3.6822498,No hay información del precio
9226,Bar DXT y más,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de la Virgen de la Oliva 34,28037,Madrid,España,No hay link,['Comida rápida'],"Calle de la Virgen de la Oliva 34, 28037, Madrid",40.4678587,-3.2665005,€€ - €€€
9227,Buenos Aires Beef,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Bravo Murillo, 371",28020,Madrid,España,https://web.facebook.com/Buenos-Aires-Beef-Madrid-110254327467843/,[''],"Calle de Bravo Murillo, 371, 28020, Madrid",40.4655852,-3.6916022,No hay información del precio
9229,Megan's Coffee Bar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle Calderón, 5",28042,Madrid,España,No hay link,[''],"Calle Calderón, 5, 28042, Madrid",40.4633517,-3.6906829,No hay información del precio
9230,Mº JOSÉ BALLESTEROS VELÁZQUEZ,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle San Bernardo, 107",28015,Madrid,España,No hay link,[''],"Calle San Bernardo, 107, 28015, Madrid",40.4829687,-3.3693968,No hay información del precio
9232,Barra Amelia,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle de Santa Teresa 12,28004,Madrid,España,No hay link,[''],"Calle de Santa Teresa 12, 28004, Madrid",40.4254548,-3.6954624,No hay información del precio
9233,La Escabechina,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Guzmán El Bueno 71,28015,Madrid,España,http://www.laescabechina.es/,"['Española', 'Vinoteca', 'Bares para comer']","Calle Guzmán El Bueno 71, 28015, Madrid",40.5695722,-4.2670504,No hay información del precio
9234,Nazara Restaurante Indio,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Arganda, 29",28005,Madrid,España,https://nazaraindian.com/,['India'],"Calle de Arganda, 29, 28005, Madrid",40.4003074,-3.7060581,€€ - €€€
9236,GogoDrink,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Silva, 15",28004,Madrid,España,No hay link,"['China', 'Café', 'Asiática']","Calle de Silva, 15, 28004, Madrid",40.4213446,-3.7063499,€
9241,Avenida PERU,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","C. de Juan Duque, 37",28005,Madrid,España,No hay link,[''],"C. de Juan Duque, 37, 28005, Madrid",40.411333,-3.718748,No hay información del precio
9242,La Viajera Taberna,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Embajadores 31,28012,Madrid,España,No hay link,['Española'],"Calle Embajadores 31, 28012, Madrid",40.4048383,-3.702243,No hay información del precio
9245,GnamGnam,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",Calle Gaztambide 32 L1,28015,Madrid,España,No hay link,"['Italiana', 'Del centro de Italia', 'Del sur de Italia']","Calle Gaztambide 32 L1, 28015, Madrid",40.4344864,-3.7155481,€
